,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
5544,0v0XYK0pLgsPiq5u4FKHaw,take the long way home - 2010 remastered,supertramp,take the long way home - 2010 remastered_supertramp,66,308853,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29 00:00:00,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,4,sadness,['sadness'],5VnZeCSiH1Dq5kzuudlluZ,take the long way home - 2010 remastered,supertramp,43,308853,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29,0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,4,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",['supertramp']
5545,27pRt9vwkrFUFp9lgzKkCl,union city blue - remastered,blondie,union city blue - remastered_blondie,43,201760,0,['4tpUmLEVLCGFr93o8hFFIB'],1979-10-01 00:00:00,0.343,0.87,4,-5.845,1,0.0522,0.0129,8.73e-05,0.206,0.397,124.705,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",27pRt9vwkrFUFp9lgzKkCl,union city blue - remastered,blondie,43,201760,0,['4tpUmLEVLCGFr93o8hFFIB'],1979-10-01,0.343,0.87,4,-5.845,1,0.0522,0.0129,8.73e-05,0.206,0.397,124.705,4,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",['blondie']
5546,27QrAETf4eB2J533ktttTw,do you wanna go to heaven,t.g. sheppard,do you wanna go to heaven_t.g. sheppard,43,190733,0,['23C7hNBr8GRdsk3VoTSZXh'],1979,0.651,0.527,1,-12.564,1,0.0283,0.559,0.00104,0.107,0.698,90.619,4,tenderness,['tenderness'],27QrAETf4eB2J533ktttTw,do you wanna go to heaven,t.g. sheppard,43,190733,0,['23C7hNBr8GRdsk3VoTSZXh'],1979,0.651,0.527,1,-12.564,1,0.0283,0.559,0.00104,0.107,0.698,90.619,4,"['classic country pop', 'country', 'country rock']",['t.g. sheppard']
5547,4Ek0TGqwQaN01OWL9vDE9t,love song,the damned,love song_the damned,43,141082,0,['6VeL8VhaMjHTPc5uovFl3h'],1979-01-01 00:00:00,0.297,0.832,7,-12.829,1,0.083,0.0009,0.201,0.43,0.193,137.938,4,tenderness,['tenderness'],4Ek0TGqwQaN01OWL9vDE9t,love song,the damned,43,141082,0,['6VeL8VhaMjHTPc5uovFl3h'],1979-01-01,0.297,0.832,7,-12.829,1,0.083,0.0009,0.201,0.43,0.193,137.938,4,"['alternative rock', 'gothic rock', 'hardcore punk', 'new wave', 'post-punk', 'pub rock', 'punk', 'uk post-punk']",['the damned']
5548,5IpKduzyTWSCebGXkfJ2Mm,heaven - 2005 remaster,talking heads,heaven - 2005 remaster_talking heads,43,241467,0,['2x9SpqnPi8rlE9pjHBwmSC'],1979-08-03 00:00:00,0.582,0.663,7,-6.257,1,0.0246,0.0915,0.136,0.23,0.274,107.136,4,"power, tension, sadness","['power', 'tension', 'sadness']",5IpKduzyTWSCebGXkfJ2Mm,heaven - 2005 remaster,talking heads,43,241467,0,['2x9SpqnPi8rlE9pjHBwmSC'],1979-08-03,0.582,0.663,7,-6.257,1,0.0246,0.0915,0.136,0.23,0.274,107.136,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
5549,7gCYJznvowkQIMtAafv6ZY,lucky,donna summer,lucky_donna summer,43,277493,0,['2eogQKWWoohI3BSnoG7E2U'],1979-04-25 00:00:00,0.721,0.619,5,-15.704,1,0.0401,0.109,0.488,0.437,0.829,125.409,4,"tenderness, sadness","['tenderness', 'sadness']",7gCYJznvowkQIMtAafv6ZY,lucky,donna summer,43,277493,0,['2eogQKWWoohI3BSnoG7E2U'],1979-04-25,0.721,0.619,5,-15.704,1,0.0401,0.109,0.488,0.437,0.829,125.409,4,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",['donna summer']
5550,5IPEy9jMguqxZzAiZVNSiV,(wish i could fly like) superman,the kinks,(wish i could fly like) superman_the kinks,43,216969,0,['1SQRv42e4PjEYfPhS0Tk9E'],1979-07-10 00:00:00,0.773,0.683,1,-11.069,0,0.0503,0.0435,4.48e-05,0.0706,0.952,123.453,4,sadness,['sadness'],5IPEy9jMguqxZzAiZVNSiV,(wish i could fly like) superman,the kinks,43,216969,0,['1SQRv42e4PjEYfPhS0Tk9E'],1979-07-10,0.773,0.683,1,-11.069,0,0.0503,0.0435,4.48e-05,0.0706,0.952,123.453,4,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",['the kinks']
5552,17sn00z8VEiRJuW6eJrlSq,i like to rock,april wine,i like to rock_april wine,43,262827,0,['1JHzh1ETQTMoFb2CgncnTL'],1979-01-01 00:00:00,0.467,0.578,9,-13.635,1,0.0331,0.0715,0.00192,0.0436,0.682,135.67,4,"joyful activation, tenderness","['joyful activation', 'tenderness']",5owtIhXEvmWKOIDdAkCEU4,i like to rock,april wine,36,262800,0,['1JHzh1ETQTMoFb2CgncnTL'],1979-01-01,0.455,0.646,9,-11.92,1,0.0328,0.0155,0.00283,0.0422,0.672,135.431,4,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",['april wine']
5553,1GeId1N0DtmTpIfwr9aNQR,lost in the supermarket,the clash,lost in the supermarket_the clash,43,227133,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.61,0.594,4,-10.927,1,0.0725,0.0219,0.00127,0.0592,0.798,147.512,4,sadness,['sadness'],1GeId1N0DtmTpIfwr9aNQR,lost in the supermarket,the clash,43,227133,0,['3RGLhK1IP9jnYFH4BRFJBS'],1979,0.61,0.594,4,-10.927,1,0.0725,0.0219,0.00127,0.0592,0.798,147.512,4,"['classic rock', 'permanent wave', 'punk', 'rock']",['the clash']
5554,3Hl3TSGhhpSHfZcgi9CKpT,memory lane,minnie riperton,memory lane_minnie riperton,43,265480,0,['2i1IdHG5w0wiSmJGoqAGlj'],1979-05-09 00:00:00,0.518,0.508,9,-8.514,1,0.133,0.591,0.000629,0.12,0.717,169.697,4,sadness,['sadness'],3Hl3TSGhhpSHfZcgi9CKpT,memory lane,minnie riperton,43,265480,0,['2i1IdHG5w0wiSmJGoqAGlj'],1979-05-09,0.518,0.508,9,-8.514,1,0.133,0.591,0.000629,0.12,0.717,169.697,4,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",['minnie riperton']
5555,3T4pAHAgTbvLgGfUcTdYKa,babylon's burning,the ruts,babylon's burning_the ruts,43,155187,0,['1uJKSAvQROYPgm7qhZkqd3'],1979-09-29 00:00:00,0.334,0.925,9,-8.521,0,0.0663,0.0219,0.0,0.186,0.577,168.393,4,tension,['tension'],3T4pAHAgTbvLgGfUcTdYKa,babylon's burning,the ruts,43,155187,0,['1uJKSAvQROYPgm7qhZkqd3'],1979-09-29,0.334,0.925,9,-8.521,0,0.0663,0.0219,0.0,0.186,0.577,168.393,4,"['dub punk', 'oi', 'pub rock', 'punk', 'uk post-punk']",['the ruts']
5556,3WzTqTiSXXIFeKEYqd7U5b,dark sweet lady - remastered 2004,george harrison,dark sweet lady - remastered 2004_george harrison,43,202253,0,['7FIoB5PHdrMZVC3q2HE5MS'],1979-02-20 00:00:00,0.607,0.457,2,-12.943,1,0.0272,0.571,0.00376,0.25,0.355,137.613,4,"power, tension","['power', 'tension']",3WzTqTiSXXIFeKEYqd7U5b,dark sweet lady - remastered 2004,george harrison,43,202253,0,['7FIoB5PHdrMZVC3q2HE5MS'],1979-02-20,0.607,0.457,2,-12.943,1,0.0272,0.571,0.00376,0.25,0.355,137.613,4,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",['george harrison']
5561,3VZmChrnVW8JK6ano4gSED,sexual healing,marvin gaye,sexual healing_marvin gaye,73,238600,0,['3koiLjNrgRTNbOwViDipeA'],1982-10-01 00:00:00,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,4,tenderness,['tenderness'],2KD51eSOPiXykunBhw5FZh,sexual healing,marvin gaye,29,238600,0,['3koiLjNrgRTNbOwViDipeA'],1982-10-01,0.806,0.598,0,-9.701,0,0.0591,0.126,0.000174,0.057,0.736,94.386,4,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",['marvin gaye']
5563,37BTh5g05cxBIRYMbw8g2T,rosanna,toto,rosanna_toto,73,331200,0,['0PFtn5NtBbbUNbU9EAmIWF'],1982-04-08 00:00:00,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4,"tenderness, sadness","['tenderness', 'sadness']",5fqWygArQjdfR0aAFme21J,rosanna,toto,14,331200,0,['0PFtn5NtBbbUNbU9EAmIWF'],1982-04-08,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",['toto']
5565,67eX1ovaHyVPUinMHeUtIM,hurts so good,john mellencamp,hurts so good_john mellencamp,72,218960,0,['3lPQ2Fk5JOwGWAF3ORFCqH'],1982,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,4,tenderness,['tenderness'],5bdV3YXrlYSw1pwJIrEpF4,hurts so good,john mellencamp,46,219400,0,['3lPQ2Fk5JOwGWAF3ORFCqH'],1997-01-01,0.796,0.668,9,-8.173,1,0.0377,0.0652,0.000143,0.106,0.971,125.574,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",['john mellencamp']
5569,1CgmY8fVN7kstVDZmsdM5k,p.y.t. (pretty young thing),michael jackson,p.y.t. (pretty young thing)_michael jackson,61,239027,0,['3fMbdgg4jU18AjLCKBhRSm'],1982-11-30 00:00:00,0.894,0.67,11,-9.406,0,0.0474,0.172,0.000363,0.0691,0.961,127.209,4,"joyful activation, tenderness","['joyful activation', 'tenderness']",1CgmY8fVN7kstVDZmsdM5k,p.y.t. (pretty young thing),michael jackson,61,239027,0,['3fMbdgg4jU18AjLCKBhRSm'],1982-11-30,0.894,0.67,11,-9.406,0,0.0474,0.172,0.000363,0.0691,0.961,127.209,4,"['pop', 'r&b', 'soul']",['michael jackson']
5571,4Zc7TCHzuNwL0AFBlyLdyr,run to the hills - 2015 remaster,iron maiden,run to the hills - 2015 remaster_iron maiden,72,233507,0,['6mdiAmATAx73kdxrNrnlao'],1982,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,4,"solemnity, power, tension","['solemnity', 'power', 'tension']",0sxYYT48UPkmrDx8p4Hnrl,run to the hills - 2015 remaster,iron maiden,61,233507,0,['6mdiAmATAx73kdxrNrnlao'],1982-03-22,0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",['iron maiden']
5572,1gzIbdFnGJ226LTl0Cn2SX,white wedding - pt. 1,billy idol,white wedding - pt. 1_billy idol,71,252200,0,['7lzordPuZEXxwt9aoVZYmG'],1982-01-01 00:00:00,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,4,tension,['tension'],1gzIbdFnGJ226LTl0Cn2SX,white wedding - pt. 1,billy idol,71,252200,0,['7lzordPuZEXxwt9aoVZYmG'],1982-01-01,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,4,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",['billy idol']
5575,39qYD4J4BKvZMQgxfXl5bv,eye in the sky,the alan parsons project,eye in the sky_the alan parsons project,71,276280,0,['2m62cc253Xvd9qYQ8d2X3d'],1982,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,4,"tension, sadness","['tension', 'sadness']",38Y9PbxkSOaFMVIjO6Nlvn,eye in the sky,the alan parsons project,50,276280,0,['2m62cc253Xvd9qYQ8d2X3d'],1982-06-01,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,4,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",['the alan parsons project']
5576,07TnWCHrFkvF61GzJuLVt0,hard to say i'm sorry / get away - 2006 remaster,chicago,hard to say i'm sorry / get away - 2006 remaster_chicago,70,304213,0,['3iDD7bnsjL9J4fO298r0L0'],1982-06-07 00:00:00,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,4,"power, tension","['power', 'tension']",07TnWCHrFkvF61GzJuLVt0,hard to say i'm sorry / get away - 2006 remaster,chicago,70,304213,0,['3iDD7bnsjL9J4fO298r0L0'],1982-06-07,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,4,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",['chicago']
5577,6s0NHplywwr1IjnQpUpWJk,bad to the bone,george thorogood & the destroyers,bad to the bone_george thorogood & the destroyers,70,292173,0,['4n31svBA9GGIYxGxgrQaRK'],1982-01-01 00:00:00,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,1,"tenderness, tension","['tenderness', 'tension']",6s0NHplywwr1IjnQpUpWJk,bad to the bone,george thorogood & the destroyers,70,292173,0,['4n31svBA9GGIYxGxgrQaRK'],1982-01-01,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,1,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']",['george thorogood & the destroyers']
5580,0gdmDP6xy3ZV7JNoHWAN9k,town called malice,the jam,town called malice_the jam,70,173320,0,['2P560DaOMNDUACoH8ZhOCR'],1982-03-12 00:00:00,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,4,"tenderness, sadness","['tenderness', 'sadness']",3LqUlZhzwdt8slfaAt4Bw2,town called malice,the jam,21,174400,0,['2P560DaOMNDUACoH8ZhOCR'],1983-10-14,0.509,0.93,6,-6.19,0,0.076,0.00412,0.000227,0.0583,0.799,101.641,4,"['mod revival', 'new wave', 'new wave pop', 'pub rock', 'punk', 'rock', 'ska']",['the jam']
5581,1nmZ8yqKkfooOuYvtFctDp,heat of the moment,asia,heat of the moment_asia,70,227627,0,['1bdytLV3FPjyhfrb6BhMej'],1982-01-01 00:00:00,0.323,0.839,1,-7.35,1,0.0503,0.315,0.000313,0.348,0.543,136.232,4,"tenderness, sadness","['tenderness', 'sadness']",1nmZ8yqKkfooOuYvtFctDp,heat of the moment,asia,70,227627,0,['1bdytLV3FPjyhfrb6BhMej'],1982-01-01,0.323,0.839,1,-7.35,1,0.0503,0.315,0.000313,0.348,0.543,136.232,4,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",['asia']
5586,6dnco8haegnJYtylV26cBq,islands in the stream,"dolly parton, kenny rogers","islands in the stream_dolly parton, kenny rogers",69,251960,0,"['32vWCbZh0xZ4o9gkz4PsEU', '4tw2Lmn9tTPUv7Gy7mVPI4']",1982-10-04 00:00:00,0.618,0.412,8,-12.075,1,0.0368,0.675,1.04e-06,0.0886,0.74,203.933,4,tenderness,['tenderness'],5uRTA8ZbHmJTuNL6qbEqR1,islands in the stream,"dolly parton, kenny rogers",42,248880,0,"['32vWCbZh0xZ4o9gkz4PsEU', '4tw2Lmn9tTPUv7Gy7mVPI4']",2007-03-07,0.593,0.473,8,-9.853,1,0.0364,0.681,0.0,0.0644,0.717,203.97,4,"['classic country pop', 'country', 'country dawn']","['dolly parton', ' kenny rogers']"
5594,1BtG0OMIca6fOahxKttLgD,love my way,the psychedelic furs,love my way_the psychedelic furs,40,212000,0,['0O0lrN34wrcuBenkqlEDZe'],1982,0.681,0.67,7,-12.562,1,0.0387,0.025,0.000197,0.0816,0.633,125.653,4,tenderness,['tenderness'],0kPOa7wKFdcxSo8i0slO8z,love my way,the psychedelic furs,26,211827,0,['0O0lrN34wrcuBenkqlEDZe'],1988-08-04,0.679,0.688,0,-11.779,1,0.0377,0.0255,0.000283,0.0971,0.636,126.066,4,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock', 'uk post-punk']",['the psychedelic furs']
5596,3nlGByvetDcS1uomAoiBmy,the number of the beast - 2015 remaster,iron maiden,the number of the beast - 2015 remaster_iron maiden,68,290587,0,['6mdiAmATAx73kdxrNrnlao'],1982,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,4,"solemnity, power, tension","['solemnity', 'power', 'tension']",139RwLyp7r8F9ojvhGF5lC,the number of the beast - 2015 remaster,iron maiden,57,290587,0,['6mdiAmATAx73kdxrNrnlao'],1982-03-22,0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",['iron maiden']
5597,3aAuIvgJGdp4wWd60riWfB,valerie,steve winwood,valerie_steve winwood,68,246667,0,['5gxynDEKwNDgxGJmJjZyte'],1982-08-02 00:00:00,0.717,0.527,9,-10.779,1,0.0292,0.567,0.00668,0.0785,0.731,116.288,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']",3aAuIvgJGdp4wWd60riWfB,valerie,steve winwood,68,246667,0,['5gxynDEKwNDgxGJmJjZyte'],1982-08-02,0.717,0.527,9,-10.779,1,0.0292,0.567,0.00668,0.0785,0.731,116.288,4,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']",['steve winwood']
5598,37Sw3XtSIBB6Q09XzXS0N1,philby,rory gallagher,philby_rory gallagher,43,229311,0,['1kcWyDvrlPUbyxkIoM6pAV'],1979-09-16 00:00:00,0.226,0.872,0,-7.073,0,0.083,0.409,3.18e-05,0.349,0.5,198.806,4,sadness,['sadness'],37Sw3XtSIBB6Q09XzXS0N1,philby,rory gallagher,43,229311,0,['1kcWyDvrlPUbyxkIoM6pAV'],1979-09-16,0.226,0.872,0,-7.073,0,0.083,0.409,3.18e-05,0.349,0.5,198.806,4,"['album rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'rock']",['rory gallagher']
5600,4alzGmUSDrz99Bj0uxpWDg,"i see a boat on the river - 7"" version",boney m.,"i see a boat on the river - 7"" version_boney m.",43,280720,0,['54R6Y0I7jGUCveDTtI21nb'],1979,0.767,0.797,9,-7.495,1,0.0286,0.301,5.56e-06,0.282,0.973,120.792,4,sadness,['sadness'],1BKusTxcnEBZHe8AAGBCAw,"i see a boat on the river - 7"" version",boney m.,21,272667,0,['54R6Y0I7jGUCveDTtI21nb'],1993-10-08,0.787,0.544,9,-11.287,1,0.0362,0.0883,3.97e-05,0.0672,0.919,122.61,4,['europop'],['boney m.']
5601,4jSSPIBpwdh1KpAYqZTJbC,cities - 2005 remaster,talking heads,cities - 2005 remaster_talking heads,43,254000,0,['2x9SpqnPi8rlE9pjHBwmSC'],1979-08-03 00:00:00,0.608,0.867,4,-7.347,0,0.0441,0.0639,0.0224,0.321,0.826,127.585,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",4jSSPIBpwdh1KpAYqZTJbC,cities - 2005 remaster,talking heads,43,254000,0,['2x9SpqnPi8rlE9pjHBwmSC'],1979-08-03,0.608,0.867,4,-7.347,0,0.0441,0.0639,0.0224,0.321,0.826,127.585,4,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",['talking heads']
5604,6z71JA8AEcnMxWGgDyWa6D,sarah - version 3,thin lizzy,sarah - version 3_thin lizzy,43,210040,0,['6biWAmrHyiMkX49LkycGqQ'],1979,0.722,0.542,2,-11.933,1,0.0419,0.512,0.0,0.0579,0.854,125.211,4,sadness,['sadness'],7nzwT7dG9WLdGPlUt6RHqM,sarah - version 3,thin lizzy,20,202973,0,['6biWAmrHyiMkX49LkycGqQ'],1996-01-01,0.697,0.721,2,-6.713,1,0.0482,0.294,0.0,0.063,0.807,125.375,4,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock']",['thin lizzy']
5605,5tNqJuwj3D1QVV60IFlrke,nellie kane,hot rize,nellie kane_hot rize,43,178627,0,['40iD7Eehimq75Ow4VUxk3r'],1979-01-01 00:00:00,0.653,0.468,4,-14.161,1,0.0325,0.623,0.00144,0.201,0.695,123.222,4,sadness,['sadness'],5tNqJuwj3D1QVV60IFlrke,nellie kane,hot rize,43,178627,0,['40iD7Eehimq75Ow4VUxk3r'],1979-01-01,0.653,0.468,4,-14.161,1,0.0325,0.623,0.00144,0.201,0.695,123.222,4,"['appalachian folk', 'banjo', 'bluegrass', 'jam band', 'neo-traditional bluegrass', 'old-time', 'progressive bluegrass']",['hot rize']
5606,6uzfO4Nl3imrQEEbUN8kBY,the 15th - 2006 remastered version,wire,the 15th - 2006 remastered version_wire,43,185307,0,['2i8ynmFv4qgRksyDlBgi6d'],1979-09-01 00:00:00,0.517,0.853,9,-5.694,1,0.0298,0.38,0.00754,0.123,0.627,124.421,4,"power, tension, sadness","['power', 'tension', 'sadness']",6uzfO4Nl3imrQEEbUN8kBY,the 15th - 2006 remastered version,wire,43,185307,0,['2i8ynmFv4qgRksyDlBgi6d'],1979-09-01,0.517,0.853,9,-5.694,1,0.0298,0.38,0.00754,0.123,0.627,124.421,4,"['alternative rock', 'art punk', 'art rock', 'dance-punk', 'experimental', 'experimental rock', 'garage psych', 'new wave', 'post-hardcore', 'post-punk', 'psychedelic rock', 'punk', 'punk blues', 'uk post-punk']",['wire']
5607,0EPZixF5ti4OsA8lYrerrg,together we are beautiful,fern kinney,together we are beautiful_fern kinney,43,257213,0,['7tqYLHfwfsXiXdFtMIds2K'],1979-03-15 00:00:00,0.761,0.484,10,-14.976,1,0.0381,0.366,2.81e-05,0.189,0.826,110.45,4,"tenderness, sadness","['tenderness', 'sadness']",0EPZixF5ti4OsA8lYrerrg,together we are beautiful,fern kinney,43,257213,0,['7tqYLHfwfsXiXdFtMIds2K'],1979-03-15,0.761,0.484,10,-14.976,1,0.0381,0.366,2.81e-05,0.189,0.826,110.45,4,['deep disco'],['fern kinney']
5609,5gLJZBGkpvRXWbEbTcLIz8,casual conversations - 2010 remastered,supertramp,casual conversations - 2010 remastered_supertramp,43,178867,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29 00:00:00,0.619,0.358,7,-15.817,1,0.0263,0.541,0.00263,0.0778,0.421,109.01,4,sadness,['sadness'],6ocCv2agI3EA1GCG9qGOeR,casual conversations - 2010 remastered,supertramp,32,178867,0,['3JsMj0DEzyWc0VDlHuy9Bx'],1979-03-29,0.619,0.358,7,-15.817,1,0.0263,0.541,0.00263,0.0778,0.421,109.01,4,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",['supertramp']
5611,2I7wlhRFEesckeIVxZTJL8,heart hotels,dan fogelberg,heart hotels_dan fogelberg,43,255333,0,['0cA5Tg15TwARIRZeiNT1RO'],1979,0.512,0.311,0,-21.078,1,0.0275,0.323,2.56e-06,0.0539,0.445,97.85,4,sadness,['sadness'],7GPJMPc3S7gdyFEkZzsn9y,heart hotels,dan fogelberg,23,254867,0,['0cA5Tg15TwARIRZeiNT1RO'],1979,0.511,0.451,0,-14.6,1,0.026,0.453,0.000517,0.0545,0.446,97.828,4,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",['dan fogelberg']
5612,3ideOFeJoAq4d60mRAjDTI,just for you,peter green,just for you_peter green,42,276160,0,['3y1DgnVXqckGJrbwOKchdU'],1979-01-01 00:00:00,0.697,0.217,2,-23.775,0,0.0413,0.468,0.0567,0.1,0.838,136.714,4,"tenderness, sadness","['tenderness', 'sadness']",3ideOFeJoAq4d60mRAjDTI,just for you,peter green,42,276160,0,['3y1DgnVXqckGJrbwOKchdU'],1979-01-01,0.697,0.217,2,-23.775,0,0.0413,0.468,0.0567,0.1,0.838,136.714,4,"['blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'modern blues']",['peter green']
5613,6kJ86Zi4x1LY9KEdjQA5S2,rock billy boogie,robert gordon,rock billy boogie_robert gordon,42,153333,0,['1coQ4GcxuazfjZ0MP9JnBF'],1979-06-15 00:00:00,0.549,0.832,11,-10.938,0,0.0497,0.668,0.335,0.0708,0.792,193.911,4,"joyful activation, tension","['joyful activation', 'tension']",6kJ86Zi4x1LY9KEdjQA5S2,rock billy boogie,robert gordon,42,153333,0,['1coQ4GcxuazfjZ0MP9JnBF'],1979-06-15,0.549,0.832,11,-10.938,0,0.0497,0.668,0.335,0.0708,0.792,193.911,4,"['pub rock', 'rock-and-roll', 'rockabilly']",['robert gordon']
5614,7KYvrcdccpvwekdQlzra12,computer games,mi-sex,computer games_mi-sex,42,233133,0,['4QDiSLl2fkDWuC4TIV7Z9Q'],1979-04-04 00:00:00,0.655,0.755,5,-9.802,1,0.0272,0.0187,0.00108,0.0973,0.674,117.686,4,"tension, sadness","['tension', 'sadness']",7KYvrcdccpvwekdQlzra12,computer games,mi-sex,42,233133,0,['4QDiSLl2fkDWuC4TIV7Z9Q'],1979-04-04,0.655,0.755,5,-9.802,1,0.0272,0.0187,0.00108,0.0973,0.674,117.686,4,['classic nz pop'],['mi-sex']
5615,36LpijZOR2wl2hGmVL1EN0,pastime paradise,ray barretto,pastime paradise_ray barretto,42,514867,0,['2h4ndKS2vRWeFLpq8ARu0D'],1979,0.489,0.825,5,-13.396,0,0.0344,0.373,0.165,0.0932,0.919,108.08,4,"tenderness, sadness","['tenderness', 'sadness']",36LpijZOR2wl2hGmVL1EN0,pastime paradise,ray barretto,42,514867,0,['2h4ndKS2vRWeFLpq8ARu0D'],1979,0.489,0.825,5,-13.396,0,0.0344,0.373,0.165,0.0932,0.919,108.08,4,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']",['ray barretto']
